date	opening_price	high_price	low_price	trade_price	volume	marketCapitalization
Dec 26, 2020	₩689,204.22	₩715,852.12	₩679,197.85	₩699,476.64	₩16,238,566,223,894	₩79,737,851,274,681
Dec 25, 2020	₩673,264.79	₩696,937.32	₩666,511.74	₩689,108.15	₩14,885,285,303,074	₩78,604,834,601,748
Dec 24, 2020	₩645,761.96	₩675,921.91	₩628,595.52	₩673,322.69	₩15,827,900,848,322	₩77,058,286,675,965
Dec 23, 2020	₩704,153.78	₩706,973.99	₩620,233.11	₩645,296.49	₩16,928,111,956,260	₩73,782,162,899,693
Dec 22, 2020	₩672,099.46	₩704,433.32	₩652,383.17	₩704,186.63	₩16,262,504,874,985	₩79,776,594,619,114
Dec 21, 2020	₩701,737.95	₩712,796.04	₩660,534.90	₩672,537.64	₩15,852,209,474,480	₩76,378,928,745,447
Dec 20, 2020	₩724,760.78	₩725,572.89	₩687,115.68	₩701,711.20	₩14,706,485,540,864	₩79,944,362,455,218
Dec 19, 2020	₩719,746.25	₩735,298.76	₩710,941.62	₩724,884.88	₩14,107,311,090,755	₩82,565,546,946,213
Dec 18, 2020	₩702,811.17	₩728,790.04	₩692,275.68	₩719,952.62	₩17,224,161,261,876	₩81,522,740,407,650
Dec 17, 2020	₩695,703.98	₩737,676.52	₩687,873.86	₩702,758.64	₩27,864,648,602,010	₩80,059,200,183,549
Dec 16, 2020	₩641,957.13	₩696,236.22	₩635,822.46	₩695,734.27	₩17,228,305,100,379	₩78,898,394,466,230
Dec 15, 2020	₩640,550.06	₩651,844.15	₩635,825.23	₩641,932.02	₩10,194,473,484,697	₩73,339,892,803,374
Dec 14, 2020	₩643,938.46	₩643,918.36	₩629,967.19	₩640,538.44	₩8,871,981,090,979	₩72,833,375,407,497
Dec 13, 2020	₩620,805.41	₩648,287.39	₩616,390.33	₩643,808.25	₩9,902,993,197,569	₩73,276,614,790,702
Dec 12, 2020	₩595,659.95	₩625,969.14	₩595,296.42	₩620,758.95	₩9,317,987,639,503	₩70,646,715,987,372
Dec 11, 2020	₩608,578.40	₩608,691.99	₩588,206.59	₩595,898.81	₩12,068,522,951,221	₩67,534,602,477,703
Dec 10, 2020	₩623,594.33	₩624,648.39	₩598,064.64	₩608,577.61	₩12,692,074,424,805	₩69,242,137,043,243
Dec 09, 2020	₩602,421.34	₩627,658.56	₩578,340.46	₩623,567.22	₩17,217,130,311,296	₩70,843,784,096,200
Dec 08, 2020	₩642,023.58	₩645,055.48	₩599,893.78	₩602,459.16	₩15,618,234,005,494	₩68,457,788,053,169
Dec 07, 2020	₩652,269.79	₩653,484.62	₩635,023.78	₩641,961.26	₩11,619,607,185,132	₩72,961,748,519,265
Dec 06, 2020	₩646,602.90	₩657,683.56	₩633,426.32	₩652,391.07	₩12,237,860,213,312	₩74,193,849,483,086
Dec 05, 2020	₩617,098.83	₩646,631.94	₩610,334.40	₩646,631.94	₩14,630,088,712,361	₩73,530,103,039,384
Dec 04, 2020	₩673,658.06	₩674,687.12	₩617,029.30	₩617,105.93	₩17,845,860,752,007	₩70,711,270,442,361
Dec 03, 2020	₩658,532.54	₩679,463.34	₩645,444.06	₩673,642.72	₩17,766,945,593,567	₩77,148,531,498,248
Dec 02, 2020	₩649,748.29	₩665,524.04	₩639,843.65	₩658,414.95	₩18,679,733,689,282	₩75,252,917,362,770
Dec 01, 2020	₩682,734.21	₩704,056.50	₩632,896.31	₩649,817.54	₩30,168,922,345,668	₩74,098,015,848,410
